Decimated X1	Decimated Y1
2.32999673E-5	-762.695
2.33999673E-5	-761.23
2.34999673E-5	-738.037
2.35999673E-5	-689.697
2.36999673E-5	-639.404
2.37999673E-5	-585.449
2.38999673E-5	-535.4
2.39999673E-5	-488.525
2.40999673E-5	-409.424
2.41999673E-5	-321.289
2.42999673E-5	-247.559
2.43999673E-5	-154.541
2.44999673E-5	-60.791
2.45999673E-5	17.334
2.46999673E-5	101.563
2.47999673E-5	181.885
2.48999673E-5	269.287
2.49999673E-5	348.633
2.50999673E-5	403.809
2.51999673E-5	475.586
2.52999673E-5	519.775
2.53999673E-5	559.814
2.54999673E-5	607.422
2.55999673E-5	635.742
2.56999673E-5	619.873
2.57999673E-5	659.668
2.58999673E-5	646.973
2.59999673E-5	614.258
2.60999673E-5	591.797
2.61999673E-5	565.674
2.62999673E-5	518.555
2.63999673E-5	459.473
2.64999673E-5	396.24
2.65999673E-5	339.111
2.66999673E-5	275.879
2.67999673E-5	173.096
2.68999673E-5	132.324
2.69999673E-5	17.8223
2.70999673E-5	-18.7988
2.71999673E-5	-119.873
2.72999673E-5	-197.021
2.73999673E-5	-256.348
2.74999673E-5	-314.453
2.75999673E-5	-404.053
2.76999673E-5	-418.701
2.77999673E-5	-488.525
2.78999673E-5	-539.795
2.79999673E-5	-551.025
2.80999673E-5	-569.092
2.81999673E-5	-615.234
2.82999673E-5	-612.061
2.83999673E-5	-611.572
2.84999673E-5	-589.844
2.85999673E-5	-568.848
2.86999673E-5	-561.279
2.87999673E-5	-489.99
2.88999673E-5	-470.703
2.89999673E-5	-409.18
2.90999673E-5	-343.75
2.91999673E-5	-298.34
2.92999673E-5	-193.848
2.93999673E-5	-129.15
2.94999673E-5	-61.5234
2.95999673E-5	2.92969
2.96999673E-5	72.2656
2.97999673E-5	128.174
2.98999673E-5	193.115
2.99999673E-5	249.512
3.00999673E-5	307.861
3.01999673E-5	369.873
3.02999673E-5	416.992
3.03999673E-5	449.463
3.04999673E-5	467.041
3.05999673E-5	486.572
3.06999673E-5	503.906
3.07999673E-5	537.598
3.08999673E-5	522.705
3.09999673E-5	519.287
3.10999673E-5	501.465
3.11999673E-5	451.416
3.12999673E-5	416.504
3.13999673E-5	391.357
3.14999673E-5	364.258
3.15999673E-5	302.734
3.16999673E-5	239.746
3.17999673E-5	171.143
3.18999673E-5	84.4727
3.19999673E-5	66.1621
3.20999673E-5	-17.5781
3.21999673E-5	-83.252
3.22999673E-5	-165.527
3.23999673E-5	-194.092
3.24999673E-5	-284.668
3.25999673E-5	-330.322
3.26999673E-5	-340.576
3.27999673E-5	-411.377
3.28999673E-5	-446.045
3.29999673E-5	-479.492
3.30999673E-5	-486.328
3.31999673E-5	-513.184
3.32999673E-5	-503.174
3.33999673E-5	-495.605
3.34999673E-5	-490.479
3.35999673E-5	-463.623
3.36999673E-5	-461.67
3.37999673E-5	-424.561
3.38999673E-5	-374.268
3.39999673E-5	-334.473
3.40999673E-5	-297.363
3.41999673E-5	-242.676
3.42999673E-5	-187.988
3.43999673E-5	-112.305
3.44999673E-5	-49.5605
3.45999673E-5	-12.6953
3.46999673E-5	35.1563
3.47999673E-5	112.549
3.48999673E-5	183.838
3.49999673E-5	229.492
3.50999673E-5	260.986
3.51999673E-5	296.875
3.52999673E-5	331.787
3.53999673E-5	389.16
3.54999673E-5	398.193
3.55999673E-5	406.738
3.56999673E-5	439.209
3.57999673E-5	445.313
3.58999673E-5	430.176
3.59999673E-5	429.688
3.60999673E-5	396.973
3.61999673E-5	385.498
3.62999673E-5	339.355
3.63999673E-5	338.623
3.64999673E-5	273.193
3.65999673E-5	220.459
3.66999673E-5	214.355
3.67999673E-5	135.01
3.68999673E-5	78.8574
3.69999673E-5	19.043
3.70999673E-5	-45.4102
3.71999673E-5	-89.1113
3.72999673E-5	-148.682
3.73999673E-5	-203.613
3.74999673E-5	-260.01
3.75999673E-5	-299.561
3.76999673E-5	-333.008
3.77999673E-5	-367.188
3.78999673E-5	-372.803
3.79999673E-5	-395.02
3.80999673E-5	-411.133
3.81999673E-5	-452.148
3.82999673E-5	-438.232
3.83999673E-5	-431.885
3.84999673E-5	-412.842
3.85999673E-5	-418.945
3.86999673E-5	-418.701
3.87999673E-5	-350.098
3.88999673E-5	-319.336
3.89999673E-5	-299.316
3.90999673E-5	-251.465
3.91999673E-5	-182.373
3.92999673E-5	-134.766
3.93999673E-5	-104.248
3.94999673E-5	-20.9961
3.95999673E-5	1.2207
3.96999673E-5	84.2285
3.97999673E-5	108.154
3.98999673E-5	161.133
3.99999673E-5	218.75
4.00999673E-5	230.713
4.01999673E-5	258.789
4.02999673E-5	326.66
4.03999673E-5	333.984
4.04999673E-5	357.178
4.05999673E-5	362.061
4.06999673E-5	394.043
4.07999673E-5	377.93
4.08999673E-5	351.318
4.09999673E-5	351.563
4.10999673E-5	344.727
4.11999673E-5	306.885
4.12999673E-5	311.768
4.13999673E-5	258.545
4.14999673E-5	215.82
4.15999673E-5	181.885
4.16999673E-5	137.695
4.17999673E-5	93.9941
4.18999673E-5	12.207
4.19999673E-5	-13.916
4.20999673E-5	-58.8379
4.21999673E-5	-105.713
4.22999673E-5	-136.719
4.23999673E-5	-200.928
4.24999673E-5	-238.037
4.25999673E-5	-254.639
4.26999673E-5	-317.627
4.27999673E-5	-512.695
4.28999673E-5	-851.074
4.29999673E-5	-1374.76
4.30999673E-5	-1952.64
4.31999673E-5	-2563.72
4.32999673E-5	-3123.54
4.33999673E-5	-3662.84
4.34999673E-5	-4037.84
4.35999673E-5	-4289.55
4.36999673E-5	-4349.37
4.37999673E-5	-4236.82
4.38999673E-5	-3995.36
4.39999673E-5	-3590.58
4.40999673E-5	-3115.72
4.41999673E-5	-2623.78
4.42999673E-5	-2128.42
4.43999673E-5	-1640.63
4.44999673E-5	-1278.32
4.45999673E-5	-996.826
4.46999673E-5	-843.506
4.47999673E-5	-845.459
4.48999673E-5	-968.75
4.49999673E-5	-1170.17
4.50999673E-5	-1482.42
4.51999673E-5	-1853.03
4.52999673E-5	-2240.23
4.53999673E-5	-2677.49
4.54999673E-5	-3024.17
4.55999673E-5	-3275.39
4.56999673E-5	-3482.67
4.57999673E-5	-3587.89
4.58999673E-5	-3572.02
4.59999673E-5	-3447.27
4.60999673E-5	-3208.5
4.61999673E-5	-2956.54
4.62999673E-5	-2644.78
4.63999673E-5	-2300.05
4.64999673E-5	-1967.77
4.65999673E-5	-1722.41
4.66999673E-5	-1536.87
4.67999673E-5	-1347.9
4.68999673E-5	-1296.63
4.69999673E-5	-1338.87
4.70999673E-5	-1441.65
4.71999673E-5	-1606.93
4.72999673E-5	-1823.24
4.73999673E-5	-2073
4.74999673E-5	-2292.24
4.75999673E-5	-2552.49
4.76999673E-5	-2758.06
4.77999673E-5	-2919.43
4.78999673E-5	-3005.37
4.79999673E-5	-3034.91
4.80999673E-5	-2995.85
4.81999673E-5	-2943.6
4.82999673E-5	-2749.51
4.83999673E-5	-2581.79
4.84999673E-5	-2382.08
4.85999673E-5	-2171.88
4.86999673E-5	-1997.8
4.87999673E-5	-1819.82
4.88999673E-5	-1689.45
4.89999673E-5	-1618.9
4.90999673E-5	-1609.86
4.91999673E-5	-1634.03
4.92999673E-5	-1699.22
4.93999673E-5	-1689.21
4.94999673E-5	-1266.11
4.95999673E-5	-487.549
4.96999673E-5	537.354
4.97999673E-5	1742.19
4.98999673E-5	3008.06
4.99999673E-5	4189.94
5.00999673E-5	5200.68
5.01999673E-5	5991.21
5.02999673E-5	6423.1
5.03999673E-5	6558.35
5.04999673E-5	6354.25
5.05999673E-5	5816.16
5.06999673E-5	5070.07
5.07999673E-5	4140.14
5.08999673E-5	3110.84
5.09999673E-5	2114.01
5.10999673E-5	1218.75
5.11999673E-5	453.613
5.12999673E-5	-85.6934
5.13999673E-5	-379.639
5.14999673E-5	-429.443
5.15999673E-5	-235.352
5.16999673E-5	203.857
5.17999673E-5	738.525
5.18999673E-5	1448.24
5.19999673E-5	2203.13
5.20999673E-5	2948.24
5.21999673E-5	3655.27
5.22999673E-5	4241.94
5.23999673E-5	4646.24
5.24999673E-5	4886.23
5.25999673E-5	4920.9
5.26999673E-5	4737.3
5.27999673E-5	4412.11
5.28999673E-5	3917.72
5.29999673E-5	3389.65
5.30999673E-5	2799.56
5.31999673E-5	2183.59
5.32999673E-5	1621.83
5.33999673E-5	1189.94
5.34999673E-5	841.064
5.35999673E-5	639.16
5.36999673E-5	621.826
5.37999673E-5	717.773
5.38999673E-5	982.178
5.39999673E-5	1283.69
5.40999673E-5	1731.93
5.41999673E-5	2181.88
5.42999673E-5	2624.02
5.43999673E-5	3082.28
5.44999673E-5	3398.68
5.45999673E-5	3682.37
5.46999673E-5	3826.17
5.47999673E-5	3834.47
5.48999673E-5	3746.34
5.49999673E-5	3594.24
5.50999673E-5	3330.08
5.51999673E-5	2998.29
5.52999673E-5	2640.63
5.53999673E-5	2285.89
5.54999673E-5	1966.8
5.55999673E-5	1649.41
5.56999673E-5	1453.61
5.57999673E-5	1334.47
5.58999673E-5	1241.7
5.59999673E-5	1038.57
5.60999673E-5	759.033
5.61999673E-5	510.01
5.62999673E-5	330.078
5.63999673E-5	82.5195
5.64999673E-5	-164.063
5.65999673E-5	-454.834
5.66999673E-5	-643.066
5.67999673E-5	-828.613
5.68999673E-5	-1042.97
5.69999673E-5	-1276.37
5.70999673E-5	-1442.63
5.71999673E-5	-1564.94
5.72999673E-5	-1666.99
5.73999673E-5	-1780.76
5.74999673E-5	-1857.42
5.75999673E-5	-1910.4
5.76999673E-5	-1912.35
5.77999673E-5	-1897.46
5.78999673E-5	-1824.22
5.79999673E-5	-1825.68
5.80999673E-5	-1728.27
5.81999673E-5	-1582.76
5.82999673E-5	-1445.56
5.83999673E-5	-1321.78
5.84999673E-5	-1170.41
5.85999673E-5	-1026.12
5.86999673E-5	-818.359
5.87999673E-5	-609.131
5.88999673E-5	-433.105
5.89999673E-5	-217.285
5.90999673E-5	-11.2305
5.91999673E-5	191.406
5.92999673E-5	392.578
5.93999673E-5	566.65
5.94999673E-5	739.258
5.95999673E-5	926.758
5.96999673E-5	1037.84
5.97999673E-5	1166.5
5.98999673E-5	1292.72
5.99999673E-5	1397.46
6.00999673E-5	1461.43
6.01999673E-5	1499.02
6.02999673E-5	1508.79
6.03999673E-5	1539.55
6.04999673E-5	1506.1
6.05999673E-5	1457.28
6.06999673E-5	1358.64
6.07999673E-5	1314.94
6.08999673E-5	1209.47
6.09999673E-5	1111.33
6.10999673E-5	969.238
6.11999673E-5	828.613
6.12999673E-5	703.369
6.13999673E-5	504.15
6.14999673E-5	329.102
6.15999673E-5	172.363
6.16999673E-5	1.95313
6.17999673E-5	-163.818
6.18999673E-5	-355.225
6.19999673E-5	-514.893
6.20999673E-5	-650.146
6.21999673E-5	-802.49
6.22999673E-5	-930.664
6.23999673E-5	-1051.27
6.24999673E-5	-1154.54
6.25999673E-5	-1246.34
6.26999673E-5	-1272.22
6.27999673E-5	-1356.2
6.28999673E-5	-1345.46
6.29999673E-5	-1381.35
6.30999673E-5	-1373.29
6.31999673E-5	-1303.47
6.32999673E-5	-1256.1
6.33999673E-5	-1191.41
6.34999673E-5	-1100.83
6.35999673E-5	-1018.31
6.36999673E-5	-880.127
6.37999673E-5	-761.963
6.38999673E-5	-623.779
6.39999673E-5	-491.211
6.40999673E-5	-314.453
6.41999673E-5	-186.279
6.42999673E-5	-61.5234
6.43999673E-5	90.0879
6.44999673E-5	255.127
6.45999673E-5	380.859
6.46999673E-5	485.596
6.47999673E-5	643.066
6.48999673E-5	763.184
6.49999673E-5	856.445
6.50999673E-5	934.57
6.51999673E-5	1013.43
6.52999673E-5	1042.72
6.53999673E-5	1084.47
6.54999673E-5	1139.4
6.55999673E-5	1146
6.56999673E-5	1123.29
6.57999673E-5	1097.9
6.58999673E-5	1030.52
6.59999673E-5	971.68
6.60999673E-5	889.648
6.61999673E-5	806.396
6.62999673E-5	684.082
6.63999673E-5	576.416
6.64999673E-5	468.262
6.65999673E-5	336.426
6.66999673E-5	235.596
6.67999673E-5	105.957
6.68999673E-5	-33.2031
6.69999673E-5	-169.189
6.70999673E-5	-274.658
6.71999673E-5	-426.514
6.72999673E-5	-517.578
6.73999673E-5	-637.451
6.74999673E-5	-718.994
6.75999673E-5	-798.828
6.76999673E-5	-865.967
6.77999673E-5	-954.59
6.78999673E-5	-997.803
6.79999673E-5	-1015.14
6.80999673E-5	-1017.09
6.81999673E-5	-1015.63
6.82999673E-5	-1002.44
6.83999673E-5	-972.9
6.84999673E-5	-915.527
6.85999673E-5	-848.877
6.86999673E-5	-786.865
6.87999673E-5	-688.232
6.88999673E-5	-598.389
6.89999673E-5	-501.953
6.90999673E-5	-406.006
6.91999673E-5	-302.979
6.92999673E-5	-197.021
6.93999673E-5	-61.7676
6.94999673E-5	50.0488
6.95999673E-5	162.598
6.96999673E-5	271.729
6.97999673E-5	338.623
6.98999673E-5	450.928
6.99999673E-5	534.424
7.00999673E-5	628.906
7.01999673E-5	705.566
7.02999673E-5	743.652
7.03999673E-5	791.26
7.04999673E-5	806.885
7.05999673E-5	843.75
7.06999673E-5	851.807
7.07999673E-5	816.162
7.08999673E-5	812.988
7.09999673E-5	788.818
7.10999673E-5	742.188
7.11999673E-5	679.932
7.12999673E-5	597.412
7.13999673E-5	545.166
7.14999673E-5	438.965
7.15999673E-5	351.074
7.16999673E-5	277.1
7.17999673E-5	172.363
7.18999673E-5	75.9277
7.19999673E-5	-22.2168
7.20999673E-5	-122.559
7.21999673E-5	-230.957
7.22999673E-5	-303.223
7.23999673E-5	-391.602
7.24999673E-5	-487.549
7.25999673E-5	-544.434
7.26999673E-5	-615.479
7.27999673E-5	-667.48
7.28999673E-5	-721.191
7.29999673E-5	-749.023
7.30999673E-5	-762.939
7.31999673E-5	-789.795
7.32999673E-5	-746.338
7.33999673E-5	-795.654
7.34999673E-5	-707.275
7.35999673E-5	-693.359
7.36999673E-5	-663.086
7.37999673E-5	-623.535
7.38999673E-5	-536.621
7.39999673E-5	-470.215
7.40999673E-5	-379.883
7.41999673E-5	-312.988
7.42999673E-5	-196.045
7.43999673E-5	-127.441
7.44999673E-5	-36.377
7.45999673E-5	39.7949
7.46999673E-5	124.512
7.47999673E-5	213.135
7.48999673E-5	306.641
7.49999673E-5	336.426
7.50999673E-5	432.129
7.51999673E-5	501.709
7.52999673E-5	534.424
7.53999673E-5	592.773
7.54999673E-5	608.643
7.55999673E-5	649.17
7.56999673E-5	664.551
7.57999673E-5	665.039
7.58999673E-5	635.986
7.59999673E-5	616.211
7.60999673E-5	578.125
7.61999673E-5	550.293
7.62999673E-5	499.756
7.63999673E-5	447.266
7.64999673E-5	391.846
7.65999673E-5	322.51
7.66999673E-5	271.973
7.67999673E-5	176.758
7.68999673E-5	107.178
7.69999673E-5	25.3906
7.70999673E-5	-39.7949
7.71999673E-5	-125
7.72999673E-5	-198.486
7.73999673E-5	-296.631
7.74999673E-5	-355.713
7.75999673E-5	-424.072
7.76999673E-5	-467.285
7.77999673E-5	-525.391
7.78999673E-5	-537.842
7.79999673E-5	-593.994
7.80999673E-5	-621.094
7.81999673E-5	-621.826
7.82999673E-5	-637.207
7.83999673E-5	-629.15
7.84999673E-5	-600.83
7.85999673E-5	-587.402
7.86999673E-5	-536.621
7.87999673E-5	-503.662
7.88999673E-5	-442.871
7.89999673E-5	-406.982
7.90999673E-5	-323.975
7.91999673E-5	-259.521
7.92999673E-5	-212.402
7.93999673E-5	-128.418
7.94999673E-5	-38.8184
7.95999673E-5	-5.85938
7.96999673E-5	85.2051
7.97999673E-5	160.889
7.98999673E-5	213.379
7.99999673E-5	284.18
8.00999673E-5	329.834
8.01999673E-5	405.029
8.02999673E-5	450.684
8.03999673E-5	479.98
8.04999673E-5	481.934
8.05999673E-5	522.705
8.06999673E-5	542.969
8.07999673E-5	537.598
8.08999673E-5	512.695
8.09999673E-5	522.949
8.10999673E-5	489.99
8.11999673E-5	457.764
8.12999673E-5	424.316
8.13999673E-5	374.023
8.14999673E-5	342.041
8.15999673E-5	268.311
8.16999673E-5	188.965
8.17999673E-5	160.156
8.18999673E-5	81.0547
8.19999673E-5	-3.17383
8.20999673E-5	-28.8086
8.21999673E-5	-115.234
8.22999673E-5	-154.053
8.23999673E-5	-230.713
8.24999673E-5	-298.096
8.25999673E-5	-341.553
8.26999673E-5	-395.264
8.27999673E-5	-431.641
8.28999673E-5	-469.482
8.29999673E-5	-508.789
8.30999673E-5	-494.629
8.31999673E-5	-517.334
8.32999673E-5	-529.053
8.33999673E-5	-525.635
8.34999673E-5	-495.85
8.35999673E-5	-476.563
8.36999673E-5	-461.914
8.37999673E-5	-404.541
8.38999673E-5	-375.732
8.39999673E-5	-346.436
8.40999673E-5	-266.357
8.41999673E-5	-224.365
8.42999673E-5	-167.969
8.43999673E-5	-116.455
8.44999673E-5	-37.1094
8.45999673E-5	4.88281
8.46999673E-5	72.7539
8.47999673E-5	126.953
8.48999673E-5	162.109
8.49999673E-5	228.76
8.50999673E-5	286.133
8.51999673E-5	317.871
8.52999673E-5	364.746
8.53999673E-5	414.551
8.54999673E-5	427.734
8.55999673E-5	447.021
8.56999673E-5	452.881
8.57999673E-5	426.025
8.58999673E-5	448.242
8.59999673E-5	440.186
8.60999673E-5	394.775
8.61999673E-5	402.1
8.62999673E-5	371.582
8.63999673E-5	305.42
8.64999673E-5	252.441
8.65999673E-5	213.379
8.66999673E-5	177.734
8.67999673E-5	121.338
8.68999673E-5	54.9316
8.69999673E-5	8.30078
8.70999673E-5	-38.0859
8.71999673E-5	-90.5762
8.72999673E-5	-182.617
8.73999673E-5	-211.914
8.74999673E-5	-264.404
8.75999673E-5	-322.51
8.76999673E-5	-341.064
8.77999673E-5	-386.23
8.78999673E-5	-413.574
8.79999673E-5	-445.313
8.80999673E-5	-437.5
8.81999673E-5	-454.102
8.82999673E-5	-420.166
8.83999673E-5	-439.209
8.84999673E-5	-419.678
8.85999673E-5	-411.133
8.86999673E-5	-367.92
8.87999673E-5	-352.051
8.88999673E-5	-292.48
8.89999673E-5	-281.982
8.90999673E-5	-233.398
8.91999673E-5	-179.199
8.92999673E-5	-146.484
8.93999673E-5	-59.5703
8.94999673E-5	-25.3906
8.95999673E-5	21.4844
8.96999673E-5	97.4121
8.97999673E-5	100.83
8.98999673E-5	164.795
8.99999673E-5	220.215
9.00999673E-5	252.197
9.01999673E-5	320.557
9.02999673E-5	349.365
9.03999673E-5	328.369
9.04999673E-5	371.094
9.05999673E-5	388.916
9.06999673E-5	355.713
9.07999673E-5	398.438
9.08999673E-5	393.311
9.09999673E-5	354.492
9.10999673E-5	332.031
9.11999673E-5	303.223
9.12999673E-5	282.959
9.13999673E-5	279.297
9.14999673E-5	219.727
9.15999673E-5	175.537
9.16999673E-5	130.615
9.17999673E-5	73.4863
9.18999673E-5	35.1563
9.19999673E-5	-19.5313
9.20999673E-5	-70.8008
9.21999673E-5	-108.643
9.22999673E-5	-156.006
9.23999673E-5	-175.537
9.24999673E-5	-246.094
9.25999673E-5	-287.598
9.26999673E-5	-303.223
9.27999673E-5	-517.578
9.28999673E-5	-866.699
9.29999673E-5	-1400.63
9.30999673E-5	-1968.75
9.31999673E-5	-2594.73
9.32999673E-5	-3155.27
9.33999673E-5	-3651.12
9.34999673E-5	-4040.28
9.35999673E-5	-4257.32
9.36999673E-5	-4327.39
9.37999673E-5	-4244.14
9.38999673E-5	-3953.86
9.39999673E-5	-3583.5
9.40999673E-5	-3106.93
9.41999673E-5	-2592.77
9.42999673E-5	-2097.9
9.43999673E-5	-1665.04
9.44999673E-5	-1258.06
9.45999673E-5	-987.793
9.46999673E-5	-850.586
9.47999673E-5	-838.379
9.48999673E-5	-985.84
9.49999673E-5	-1199.22
9.50999673E-5	-1504.64
9.51999673E-5	-1881.59
9.52999673E-5	-2281.98
9.53999673E-5	-2669.19
9.54999673E-5	-3032.23
9.55999673E-5	-3287.6
9.56999673E-5	-3478.76
9.57999673E-5	-3583.98
9.58999673E-5	-3563.23
9.59999673E-5	-3443.36
9.60999673E-5	-3212.16
9.61999673E-5	-2913.82
9.62999673E-5	-2599.85
9.63999673E-5	-2262.21
9.64999673E-5	-1980.96
9.65999673E-5	-1720.95
9.66999673E-5	-1517.09
9.67999673E-5	-1369.38
9.68999673E-5	-1288.57
9.69999673E-5	-1334.47
9.70999673E-5	-1437.5
9.71999673E-5	-1612.79
9.72999673E-5	-1826.9
9.73999673E-5	-2067.63
9.74999673E-5	-2313.72
9.75999673E-5	-2546.88
9.76999673E-5	-2754.88
9.77999673E-5	-2926.76
9.78999673E-5	-3022.22
9.79999673E-5	-3042.72
9.80999673E-5	-3028.81
9.81999673E-5	-2919.43
9.82999673E-5	-2757.32
9.83999673E-5	-2599.12
9.84999673E-5	-2392.58
9.85999673E-5	-2186.28
9.86999673E-5	-1967.29
9.87999673E-5	-1791.75
9.88999673E-5	-1694.09
9.89999673E-5	-1625.49
9.90999673E-5	-1585.45
9.91999673E-5	-1650.15
9.92999673E-5	-1720.21
9.93999673E-5	-1683.35
9.94999673E-5	-1252.69
9.95999673E-5	-452.148
9.96999673E-5	577.148
9.97999673E-5	1781.98
9.98999673E-5	3052.98
9.99999673E-5	4242.68
1.000999673E-4	5249.27
1.001999673E-4	6015.38
1.002999673E-4	6435.3
1.003999673E-4	6554.44
1.004999673E-4	6326.9
1.005999673E-4	5796.88
1.006999673E-4	5038.33
1.007999673E-4	4097.66
1.008999673E-4	3064.21
1.009999673E-4	2071.78
1.010999673E-4	1178.71
1.011999673E-4	452.637
1.012999673E-4	-105.469
1.013999673E-4	-381.592
1.014999673E-4	-437.5
1.015999673E-4	-238.037
1.016999673E-4	204.59
1.017999673E-4	792.236
1.018999673E-4	1464.36
1.019999673E-4	2215.09
1.020999673E-4	2997.8
1.021999673E-4	3695.07
1.022999673E-4	4257.08
1.023999673E-4	4677.73
1.024999673E-4	4852.78
1.025999673E-4	4885.01
1.026999673E-4	4714.84
1.027999673E-4	4353.52
1.028999673E-4	3921.88
1.029999673E-4	3336.91
1.030999673E-4	2753.66
1.031999673E-4	2155.76
1.032999673E-4	1586.67
1.033999673E-4	1157.23
1.034999673E-4	846.436
1.035999673E-4	672.119
1.036999673E-4	658.203
1.037999673E-4	782.471
1.038999673E-4	1008.06
1.039999673E-4	1327.88
1.040999673E-4	1743.9
1.041999673E-4	2213.62
1.042999673E-4	2650.63
1.043999673E-4	3072.27
1.044999673E-4	3413.09
1.045999673E-4	3676.27
1.046999673E-4	3784.18
1.047999673E-4	3825.44
1.048999673E-4	3727.05
1.049999673E-4	3566.89
1.050999673E-4	3272.22
1.051999673E-4	2955.81
1.052999673E-4	2627.44
1.053999673E-4	2264.89
1.054999673E-4	1963.87
1.055999673E-4	1675.29
1.056999673E-4	1440.92
1.057999673E-4	1333.98
1.058999673E-4	1216.06
1.059999673E-4	1054.93
1.060999673E-4	743.408
1.061999673E-4	520.264
1.062999673E-4	353.516
1.063999673E-4	100.586
1.064999673E-4	-164.795
1.065999673E-4	-442.627
1.066999673E-4	-635.01
1.067999673E-4	-841.064
1.068999673E-4	-1050.78
1.069999673E-4	-1272.95
1.070999673E-4	-1441.41
1.071999673E-4	-1561.28
1.072999673E-4	-1665.77
1.073999673E-4	-1778.56
1.074999673E-4	-1890.14
1.075999673E-4	-1906.74
1.076999673E-4	-1886.47
1.077999673E-4	-1866.21
1.078999673E-4	-1841.8
1.079999673E-4	-1819.34
1.080999673E-4	-1702.64
1.081999673E-4	-1603.03
1.082999673E-4	-1450.68
1.083999673E-4	-1324.46
1.084999673E-4	-1193.12
1.085999673E-4	-996.582
1.086999673E-4	-795.41
1.087999673E-4	-619.141
1.088999673E-4	-443.115
1.089999673E-4	-245.361
1.090999673E-4	-47.8516
1.091999673E-4	207.275
1.092999673E-4	385.01
1.093999673E-4	548.828
1.094999673E-4	735.107
1.095999673E-4	889.893
1.096999673E-4	1050.54
1.097999673E-4	1173.58
1.098999673E-4	1308.11
1.099999673E-4	1412.35
1.100999673E-4	1455.32
1.101999673E-4	1493.9
1.102999673E-4	1515.14
1.103999673E-4	1545.17
1.104999673E-4	1489.5
1.105999673E-4	1446.04
1.106999673E-4	1385.25
1.107999673E-4	1293.95
1.108999673E-4	1202.88
1.109999673E-4	1097.41
1.110999673E-4	1011.96
1.111999673E-4	856.689
1.112999673E-4	703.857
1.113999673E-4	519.043
1.114999673E-4	337.891
1.115999673E-4	170.166
1.116999673E-4	21.9727
1.117999673E-4	-155.029
1.118999673E-4	-314.697
1.119999673E-4	-476.807
1.120999673E-4	-645.996
1.121999673E-4	-785.156
1.122999673E-4	-925.537
1.123999673E-4	-1050.29
1.124999673E-4	-1128.42
1.125999673E-4	-1226.81
1.126999673E-4	-1292.72
1.127999673E-4	-1323
1.128999673E-4	-1354.98
1.129999673E-4	-1361.82
1.130999673E-4	-1352.78
1.131999673E-4	-1324.22
1.132999673E-4	-1250.49
1.133999673E-4	-1203.86
1.134999673E-4	-1102.05
1.135999673E-4	-1020.51
1.136999673E-4	-902.832
1.137999673E-4	-771.24
1.138999673E-4	-658.203
1.139999673E-4	-490.234
1.140999673E-4	-371.826
1.141999673E-4	-205.078
1.142999673E-4	-74.2188
1.143999673E-4	64.9414
