Decimated X1	Decimated Y1
	Dezimation von "Ampl"
5.629998829E-5	-0.010039307
5.639998829E-5	-0.012120996
5.649998829E-5	-0.012685254
5.659998829E-5	-0.011751855
5.669998829E-5	-0.010913379
5.679998829E-5	-0.011434131
5.689998829E-5	-0.012044531
5.699998829E-5	-0.011438086
5.709998829E-5	-0.01021333
5.719998829E-5	-0.0092931152
5.729998829E-5	-0.0093221191
5.739998829E-5	-0.0092232422
5.749998829E-5	-0.0078389648
5.759998829E-5	-0.0063479004
5.769998829E-5	-0.0049688965
5.779998829E-5	-0.0044217773
5.789998829E-5	-0.0037797363
5.799998829E-5	-0.0025668457
5.809998829E-5	-5.6821289E-4
5.819998829E-5	0.0011904785
5.829998829E-5	0.0022570312
5.839998829E-5	0.0033960938
5.849998829E-5	0.0049398926
5.859998829E-5	0.0062978027
5.869998829E-5	0.0074091797
5.879998829E-5	0.0075990234
5.889998829E-5	0.0081197754
5.899998829E-5	0.0091401855
5.909998829E-5	0.0095976563
5.919998829E-5	0.0093972656
5.929998829E-5	0.0093629883
5.939998829E-5	0.0093682617
5.949998829E-5	0.0095910645
5.959998829E-5	0.0093405762
5.969998829E-5	0.0087249023
5.979998829E-5	0.008250293
5.989998829E-5	0.0080261719
5.999998829E-5	0.0071310059
6.009998829E-5	0.0060960937
6.019998829E-5	0.0056373047
6.029998829E-5	0.0049438477
6.039998829E-5	0.0039537598
6.049998829E-5	0.0025787109
6.059998829E-5	0.0013144043
6.069998829E-5	3.0981445E-4
6.079998829E-5	-6.7763672E-4
6.089998829E-5	-0.0028674316
6.099998829E-5	-0.003984082
6.109998829E-5	-0.004589209
6.119998829E-5	-0.0050730469
6.129998829E-5	-0.0061725586
6.139998829E-5	-0.006698584
6.149998829E-5	-0.0070189453
6.159998829E-5	-0.0071455078
6.169998829E-5	-0.0076293457
6.179998829E-5	-0.0076174805
6.189998829E-5	-0.0075528809
6.199998829E-5	-0.007608252
6.209998829E-5	-0.007326123
6.219998829E-5	-0.0073037109
6.229998829E-5	-0.0067236328
6.239998829E-5	-0.0062687988
6.249998829E-5	-0.0059418457
6.259998829E-5	-0.0054751465
6.269998829E-5	-0.0046880859
6.279998829E-5	-0.0041699707
6.289998829E-5	-0.0031482422
6.299998829E-5	-0.0027777832
6.309998829E-5	-0.0019063477
6.319998829E-5	-0.0013289063
6.329998829E-5	-5.5107422E-4
6.339998829E-5	2.4916992E-4
6.349998829E-5	0.0014871094
6.359998829E-5	0.0021634277
6.369998829E-5	0.0035002441
6.379998829E-5	0.0044349609
6.389998829E-5	0.0050664551
6.399998829E-5	0.0053314453
6.409998829E-5	0.0058640625
6.419998829E-5	0.0058482422
6.429998829E-5	0.0063030762
6.439998829E-5	0.0062081543
6.449998829E-5	0.006210791
6.459998829E-5	0.006229248
6.469998829E-5	0.0063479004
6.479998829E-5	0.0061567383
6.489998829E-5	0.0058825195
6.499998829E-5	0.0056768555
6.509998829E-5	0.0052154297
6.519998829E-5	0.0048977051
6.529998829E-5	0.0043584961
6.539998829E-5	0.0036716309
6.549998829E-5	0.0032444824
6.559998829E-5	0.0028423828
6.569998829E-5	0.0020408203
6.579998829E-5	0.0013328613
6.589998829E-5	5.9458008E-4
6.599998829E-5	-3.0322266E-5
6.609998829E-5	-6.3676758E-4
6.619998829E-5	-0.0015029297
6.629998829E-5	-0.0024112793
6.639998829E-5	-0.0030638672
6.649998829E-5	-0.0035305664
6.659998829E-5	-0.0040486816
6.669998829E-5	-0.0042121582
6.679998829E-5	-0.0043888184
6.689998829E-5	-0.0045694336
6.699998829E-5	-0.0046617188
6.709998829E-5	-0.0047447754
6.719998829E-5	-0.0044230957
6.729998829E-5	-0.0042398438
6.739998829E-5	-0.004372998
6.749998829E-5	-0.0040948242
6.759998829E-5	-0.003862793
6.769998829E-5	-0.0035094727
6.779998829E-5	-0.0031930664
6.789998829E-5	-0.0027500977
6.799998829E-5	-0.0022939453
6.809998829E-5	-0.0020619141
6.819998829E-5	-0.001419873
6.829998829E-5	-0.0011219238
6.839998829E-5	-7.4750977E-4
6.849998829E-5	-1.8457031E-5
6.859998829E-5	5.4052734E-4
6.869998829E-5	9.6108398E-4
6.879998829E-5	0.0016940918
6.889998829E-5	0.0022412109
6.899998829E-5	0.0032141602
6.909998829E-5	0.0033736816
6.919998829E-5	0.0036399902
6.929998829E-5	0.0040130859
6.939998829E-5	0.0041330566
6.949998829E-5	0.0041739258
6.959998829E-5	0.004405957
6.969998829E-5	0.0043743164
6.979998829E-5	0.0043149902
6.989998829E-5	0.0042451172
6.999998829E-5	0.0041844727
7.009998829E-5	0.0038219238
7.019998829E-5	0.0036755859
7.029998829E-5	0.0030480469
7.039998829E-5	0.0030111328
7.049998829E-5	0.0027131836
7.059998829E-5	0.0022754883
7.069998829E-5	0.0016268555
7.079998829E-5	0.0012629883
7.089998829E-5	5.5239258E-4
7.099998829E-5	2.5708008E-4
7.109998829E-5	-2.3730469E-4
7.119998829E-5	-7.8178711E-4
7.129998829E-5	-0.001045459
7.139998829E-5	-0.0014950195
7.149998829E-5	-0.0021515625
7.159998829E-5	-0.0023704102
7.169998829E-5	-0.0025905762
7.179998829E-5	-0.0029478516
7.189998829E-5	-0.0030335449
7.199998829E-5	-0.003107373
7.209998829E-5	-0.0031139648
7.219998829E-5	-0.0031060547
7.229998829E-5	-0.0031693359
7.239998829E-5	-0.003070459
7.249998829E-5	-0.0028674316
7.259998829E-5	-0.0025180664
7.269998829E-5	-0.002479834
7.279998829E-5	-0.0022715332
7.289998829E-5	-0.0019379883
7.299998829E-5	-0.0016532227
7.309998829E-5	-0.0013420898
7.319998829E-5	-0.0012313477
7.329998829E-5	-5.5634766E-4
7.339998829E-5	-3.8100586E-4
7.349998829E-5	7.9101562E-6
7.359998829E-5	1.3842773E-4
7.369998829E-5	6.2885742E-4
7.379998829E-5	0.0010072266
7.389998829E-5	0.0012445312
7.399998829E-5	0.0017375977
7.409998829E-5	0.0021291504
7.419998829E-5	0.0021871582
7.429998829E-5	0.002549707
7.439998829E-5	0.0025523437
7.449998829E-5	0.002971582
7.459998829E-5	0.0030981445
7.469998829E-5	0.0030691406
7.479998829E-5	0.0033367676
7.489998829E-5	0.0028489746
7.499998829E-5	0.0027500977
7.509998829E-5	0.0028450195
7.519998829E-5	0.0025708008
7.529998829E-5	0.0024244629
7.539998829E-5	0.0020605957
7.549998829E-5	0.0018259277
7.559998829E-5	0.0016044434
7.569998829E-5	0.0015820313
7.579998829E-5	0.0011126953
7.589998829E-5	7.8706055E-4
7.599998829E-5	4.6274414E-4
7.609998829E-5	8.7011719E-5
7.619998829E-5	-5.9589844E-4
7.629998829E-5	-6.2358398E-4
7.639998829E-5	-9.6503906E-4
7.649998829E-5	-0.0014238281
7.659998829E-5	-0.0014409668
7.669998829E-5	-0.0017072754
7.679998829E-5	-0.0016703613
7.689998829E-5	-0.0022201172
7.699998829E-5	-0.0020184082
7.709998829E-5	-0.0021014648
7.719998829E-5	-0.0022794434
7.729998829E-5	-0.0021845215
7.739998829E-5	-0.0019458984
7.749998829E-5	-0.0019801758
7.759998829E-5	-0.0020025879
7.769998829E-5	-0.001837793
7.779998829E-5	-0.0017692383
7.789998829E-5	-0.0012155273
7.799998829E-5	-0.0011126953
7.809998829E-5	-0.0010810547
7.819998829E-5	-6.3149414E-4
7.829998829E-5	-4.4296875E-4
7.839998829E-5	-3.9023438E-4
7.849998829E-5	6.328125E-5
7.859998829E-5	4.4428711E-4
7.869998829E-5	6.262207E-4
7.879998829E-5	8.8066406E-4
7.889998829E-5	7.9892578E-4
7.899998829E-5	0.0013816406
7.909998829E-5	0.0012010254
7.919998829E-5	0.0014844727
7.929998829E-5	0.0018127441
7.939998829E-5	0.0016940918
7.949998829E-5	0.002175293
7.959998829E-5	0.0022794434
7.969998829E-5	0.0024310547
7.979998829E-5	0.0022557129
7.989998829E-5	0.0023717285
7.999998829E-5	0.0025655273
8.009998829E-5	0.0021541992
8.019998829E-5	0.0019195313
8.029998829E-5	0.0019063477
8.039998829E-5	0.0015424805
8.049998829E-5	0.0015543457
8.059998829E-5	0.0010889648
8.069998829E-5	9.28125E-4
8.079998829E-5	7.171875E-4
8.089998829E-5	5.8535156E-4
8.099998829E-5	3.019043E-4
8.109998829E-5	2.7949219E-4
8.119998829E-5	-2.6762695E-4
8.129998829E-5	-3.5595703E-4
8.139998829E-5	-8.2397461E-4
8.149998829E-5	-9.2285156E-4
8.159998829E-5	-0.0012115723
8.169998829E-5	-0.0014225098
8.179998829E-5	-0.0013447266
8.189998829E-5	-0.0014409668
8.199998829E-5	-0.0015609375
8.209998829E-5	-0.0017982422
8.219998829E-5	-0.00151875
8.229998829E-5	-0.0014093262
8.239998829E-5	-0.0013763672
8.249998829E-5	-0.0014185547
8.259998829E-5	-9.4921875E-4
8.269998829E-5	-0.0011720215
8.279998829E-5	-0.0010955566
8.289998829E-5	-6.1171875E-4
8.299998829E-5	-6.1435547E-4
8.309998829E-5	-3.8364258E-4
8.319998829E-5	-4.6538086E-4
8.329998829E-5	-4.2583008E-4
8.339998829E-5	-1.5292969E-4
8.349998829E-5	1.5292969E-4
8.359998829E-5	2.6103516E-4
8.369998829E-5	4.4296875E-4
8.379998829E-5	7.9628906E-4
8.389998829E-5	9.3867188E-4
8.399998829E-5	0.0010428223
8.409998829E-5	0.0011047852
8.419998829E-5	0.0010533691
8.429998829E-5	0.001317041
8.439998829E-5	0.0014251465
8.449998829E-5	0.0014145996
8.459998829E-5	0.0016189453
8.469998829E-5	0.0014581055
8.479998829E-5	0.0016519043
8.489998829E-5	0.0017178223
8.499998829E-5	0.0016387207
8.509998829E-5	0.0016242188
8.519998829E-5	0.001251123
8.529998829E-5	0.0013130859
8.539998829E-5	0.0011271973
8.549998829E-5	0.0010981934
8.559998829E-5	8.1474609E-4
8.569998829E-5	6.7631836E-4
8.579998829E-5	5.7216797E-4
8.589998829E-5	2.4916992E-4
8.599998829E-5	-2.2412109E-5
8.609998829E-5	-2.2543945E-4
8.619998829E-5	-2.4521484E-4
8.629998829E-5	-4.7988281E-4
8.639998829E-5	-7.3168945E-4
8.649998829E-5	-8.3056641E-4
8.659998829E-5	-6.9477539E-4
8.669998829E-5	-9.7163086E-4
8.679998829E-5	-0.0010204102
8.689998829E-5	-0.0012669434
8.699998829E-5	-0.0010929199
8.709998829E-5	-0.0011746582
8.719998829E-5	-0.0011509277
8.729998829E-5	-0.0011271973
8.739998829E-5	-0.001111377
8.749998829E-5	-0.0010586426
8.759998829E-5	-9.9404297E-4
8.769998829E-5	-7.4091797E-4
8.779998829E-5	-7.2773438E-4
8.789998829E-5	-5.6821289E-4
8.799998829E-5	-6.1962891E-4
8.809998829E-5	-3.9287109E-4
8.819998829E-5	-2.2939453E-4
8.829998829E-5	-1.3183594E-5
8.839998829E-5	5.2734375E-5
8.849998829E-5	2.5708008E-4
8.859998829E-5	4.5351563E-4
8.869998829E-5	7.3696289E-4
8.879998829E-5	6.8291016E-4
8.889998829E-5	8.7143555E-4
8.899998829E-5	8.2001953E-4
8.909998829E-5	0.001027002
8.919998829E-5	0.0011772949
8.929998829E-5	0.0010744629
8.939998829E-5	0.0010797363
8.949998829E-5	0.001401416
8.959998829E-5	0.0012550781
8.969998829E-5	0.0013091309
8.979998829E-5	0.0014831543
8.989998829E-5	0.0013196777
8.999998829E-5	0.0013803223
9.009998829E-5	0.0013236328
9.019998829E-5	0.0010810547
9.029998829E-5	0.0010335938
9.039998829E-5	9.769043E-4
9.049998829E-5	7.2905273E-4
9.059998829E-5	7.1323242E-4
9.069998829E-5	5.1547852E-4
9.079998829E-5	2.5708008E-4
9.089998829E-5	2.0302734E-4
9.099998829E-5	-1.7797852E-4
9.109998829E-5	-1.6611328E-4
9.119998829E-5	-3.3881836E-4
9.129998829E-5	-4.4033203E-4
9.139998829E-5	-5.2602539E-4
9.149998829E-5	-7.6728516E-4
9.159998829E-5	-8.2792969E-4
9.169998829E-5	-8.6748047E-4
9.179998829E-5	-0.0010612793
9.189998829E-5	-9.5712891E-4
9.199998829E-5	-9.8085937E-4
9.209998829E-5	-9.4526367E-4
9.219998829E-5	-7.5146484E-4
9.229998829E-5	-7.8837891E-4
9.239998829E-5	-7.8310547E-4
9.249998829E-5	-9.4394531E-4
9.259998829E-5	-8.0288086E-4
9.269998829E-5	-0.0020645508
9.279998829E-5	-0.0067130859
9.289998829E-5	-0.0089687988
9.299998829E-5	-0.011504004
9.309998829E-5	-0.013803223
9.319998829E-5	-0.014774854
9.329998829E-5	-0.014712891
9.339998829E-5	-0.01333916
9.349998829E-5	-0.011456543
9.359998829E-5	-0.0088686035
9.369998829E-5	-0.005704541
9.379998829E-5	-0.0028661133
9.389998829E-5	3.1245117E-4
9.399998829E-5	0.002802832
9.409998829E-5	0.0052879395
9.419998829E-5	0.0070268555
9.429998829E-5	0.0089305664
9.439998829E-5	0.0095172363
9.449998829E-5	0.0087908203
9.459998829E-5	0.006379541
9.469998829E-5	0.0039353027
9.479998829E-5	9.769043E-4
9.489998829E-5	-0.0033697266
9.499998829E-5	-0.0072061523
9.509998829E-5	-0.0095739258
9.519998829E-5	-0.011213965
9.529998829E-5	-0.011982568
9.539998829E-5	-0.01205376
9.549998829E-5	-0.011596289
9.559998829E-5	-0.010024805
9.569998829E-5	-0.0082516113
9.579998829E-5	-0.0059102051
9.589998829E-5	-0.003440918
9.599998829E-5	-9.6767578E-4
9.609998829E-5	0.001419873
9.619998829E-5	0.0039432129
9.629998829E-5	0.0065192871
9.639998829E-5	0.008118457
9.649998829E-5	0.0082713867
9.659998829E-5	0.0075014648
9.669998829E-5	0.0064586426
