Wavenumbers (cm-1),Transmittance
2284.19602545455,0.99679743795036
2284.19671090085,0.99759807846277
2284.19739634716,0.997380381646707
2284.19808179346,0.99599679743795
2284.19876723977,0.995779100621887
2284.19945268608,0.994924035905462
2284.20013813238,0.994395516413131
2284.20082357869,0.994776485841241
2284.20150902499,0.99519615692554
2284.2021944713,0.994706339089398
2284.20287991761,0.993851274372973
2284.20356536391,0.992996209656547
2284.20425081022,0.991488054491932
2284.20493625652,0.990485439711286
2284.20562170283,0.991916191563523
2284.20630714914,0.992009317423727
2284.20699259544,0.992934528891996
2284.20767804175,0.994644658324847
2284.20836348805,0.99599679743795
2284.20904893436,0.99599679743795
2284.20973438067,0.996572484573762
2284.21041982697,0.998282614006613
2284.21110527328,0.999596051463527
2284.21179071958,0.999548883820047
2284.21247616589,0.99919935948759
2284.21316161219,0.998079430311621
2284.2138470585,0.99759807846277
2284.21453250481,0.99759807846277
2284.21521795111,0.998321315662802
2284.21590339742,0.999176380379228
2284.21658884372,0.99839871897518
2284.21727429003,0.998484588274849
2284.21795973634,0.99947994649496
2284.21864518264,1.00080064051241
2284.21933062895,1.00080064051241
2284.22001607525,1.00049707439668
2284.22070152156,0.999642009680252
2284.22138696787,0.99919935948759
2284.22207241417,0.99919935948759
2284.22275786048,0.99919935948759
2284.22344330678,0.999775046623401
2284.22412875309,0.998739777320346
2284.2248141994,0.996345112343651
2284.2254996457,0.99599679743795
2284.22618509201,0.99599679743795
2284.22687053831,0.996844605593841
2284.22755598462,0.99759807846277
2284.22824143093,0.99759807846277
2284.22892687723,0.99759807846277
2284.22961232354,0.99759807846277
2284.23029776984,0.99759807846277
2284.23098321615,0.99759807846277
2284.23166866246,0.998026215534361
2284.23235410876,0.997916157699574
2284.23303955507,0.99759807846277
2284.23372500137,0.99759807846277
2284.23441044768,0.996306410687462
2284.23509589399,0.99599679743795
2284.23578134029,0.99599679743795
2284.2364667866,0.996013729412533
2284.2371522329,0.997723858845385
2284.23783767921,0.998964730696944
2284.23852312552,0.997254601264093
2284.23920857182,0.99599679743795
2284.23989401813,0.99543562342321
2284.24057946443,0.994395516413131
2284.24126491074,0.994395516413131
2284.24195035705,0.993063937554878
2284.24263580335,0.990498743405601
2284.24332124966,0.988486257283773
2284.24400669596,0.986776127850921
2284.24469214227,0.98506599841807
2284.24537758857,0.983355868985219
2284.24606303488,0.983186549239392
2284.24674848119,0.983211143872346
2284.24743392749,0.984
2284.2481193738,0.984132930513595
2284.2488048201,0.9848
2284.24949026641,0.9845583081571
2284.25017571272,0.983407854984894
2284.25086115902,0.981699093655589
2284.25154660533,0.979593759626013
2284.25223205163,0.97566418164562
2284.25291749794,0.970541995406696
2284.25360294425,0.965419809167772
2284.25428839055,0.945765759788417
2284.25497383686,0.910373116676003
2284.25565928316,0.888804364363494
2284.25634472947,0.876414103934807
2284.25703017578,0.864690251519441
2284.25771562208,0.829727421020627
2284.25840106839,0.804915156897001
2284.25908651469,0.769759258139751
2284.259771961,0.735200251045871
2284.26045740731,0.720887392915613
2284.26114285361,0.724418495309143
2284.26182829992,0.743549619885085
2284.26251374622,0.763039893489352
2284.26319919253,0.796909718241723
2284.26388463884,0.825512760115137
2284.26457008514,0.865637585520687
2284.26525553145,0.887176869002004
2284.26594097775,0.921968400247482
2284.26662642406,0.939459082100601
2284.26731187037,0.950929815481277
2284.26799731667,0.95603567602701
2284.26868276298,0.960984227615272
2284.26936820928,0.965478091865992
2284.27005365559,0.970316148409639
2284.2707391019,0.972951471758154
2284.2714245482,0.971094933161139
2284.27210999451,0.966941221806424
2284.27279544081,0.96231799339638
2284.27348088712,0.952757137802455
2284.27416633343,0.931298992430025
2284.27485177973,0.906277548151524
2284.27553722604,0.889614550026952
2284.27622267234,0.878164226631696
2284.27690811865,0.869085503284899
2284.27759356495,0.863148077331124
2284.27827901126,0.861005627816604
2284.27896445757,0.870821603724086
2284.27964990387,0.885507114432271
2284.28033535018,0.90608559545209
2284.28102079649,0.920425546176644
2284.28170624279,0.931060228076284
2284.2823916891,0.940787412122386
2284.2830771354,0.947583201173057
2284.28376258171,0.958922744062063
2284.28444802801,0.966714688738894
2284.28513347432,0.97689061078056
2284.28581892063,0.980086693813214
2284.28650436693,0.984082251650884
2284.28718981324,0.98817491524938
2284.28787525954,0.989113367028918
2284.28856070585,0.990662233404795
2284.28924615216,0.991511217830258
2284.28993159846,0.992107340173639
2284.29061704477,0.991809355356219
2284.29130249107,0.991324921135647
2284.29198793738,0.991328454149886
2284.29267338369,0.991331757289204
2284.29335882999,0.991331757289204
2284.2940442763,0.992467366125526
2284.2947297226,0.992912205567452
2284.29541516891,0.993592113223829
2284.29610061522,0.992978386074671
2284.29678606152,0.992918961447679
2284.29747150783,0.992871760620459
2284.29815695413,0.992340249672234
2284.29884240044,0.993557303899102
2284.29952784675,0.993137745839098
2284.30015287009,0.993976689932434
2284.30064413897,0.994188550055695
2284.30113540786,0.993720565149137
2284.30162667674,0.993302462953767
2284.30211794562,0.992941176470588
2284.3026092145,0.992941176470588
2284.30310048338,0.991780107813518
2284.30359175227,0.990744566858279
2284.30408302115,0.989915910714877
2284.30457429003,0.98981989036805
2284.30506555891,0.989810427100904
2284.30555682779,0.989037492296792
2284.30604809668,0.989392886354718
2284.30653936556,0.991394255825304
2284.30703063444,0.991843608937307
2284.30752190332,0.992688065874727
2284.30801317221,0.991527504911591
2284.30850444109,0.989862632175227
2284.30899570997,0.988633146480947
2284.30957099295,0.988290398126464
2284.31020608258,0.986130076814045
2284.31084117221,0.985760982616017
2284.31147626183,0.984665967451124
2284.31211135146,0.982315546046814
2284.31274644109,0.980570933400522
2284.31338153072,0.980514419329696
2284.31401662034,0.980515933375088
2284.31465170997,0.980399008009337
2284.3152867996,0.979204012402313
2284.31592188922,0.976959337933629
2284.31655697885,0.97558630256151
2284.31719206848,0.974413109666498
2284.31782715811,0.971565942139725
2284.31846224773,0.965410416062022
2284.31909733736,0.958032823857203
2284.31973242699,0.941324461172361
2284.32036751662,0.938041603792771
2284.32100260624,0.919128704444095
2284.32163769587,0.882696397930488
2284.3222727855,0.861482937811355
2284.32290787513,0.847791163402618
2284.32354296475,0.835909466680845
