Energy (eV)     Cross section (m2)
 5.720000e+0	0.000000e+0
 6.000000e+0	2.000000e-21
 6.500000e+0	5.800000e-21
 7.000000e+0	8.400000e-21
 8.000000e+0	1.180000e-20
 9.000000e+0	1.420000e-20
 1.000000e+1	1.580000e-20
 1.200000e+1	1.760000e-20
 1.400000e+1	1.820000e-20
 1.600000e+1	1.780000e-20
 1.800000e+1	1.700000e-20
 2.000000e+1	1.600000e-20
 2.500000e+1	1.400000e-20
 3.000000e+1	1.240000e-20
 3.500000e+1	1.120000e-20
 4.000000e+1	1.000000e-20
 4.500000e+1	9.200000e-21
 5.000000e+1	8.400000e-21
 6.000000e+1	7.200000e-21
 7.000000e+1	6.200000e-21
 8.000000e+1	5.600000e-21
 9.000000e+1	5.000000e-21
 1.000000e+2	4.400000e-21
 1.200000e+2	3.800000e-21
 1.500000e+2	3.000000e-21
 2.000000e+2	2.200000e-21
 2.500000e+2	1.760000e-21
 3.000000e+2	1.480000e-21
 4.000000e+2	1.100000e-21
 5.000000e+2	8.800000e-22
 6.000000e+2	7.400000e-22
 8.000000e+2	5.400000e-22
 1.000000e+3	4.400000e-22
 1.000000e+4	0.000000e+0
