sticking coefficients for metals and Al2O3 obtained from Hong et al. (2017) 10.1088/1361-6463/aa6229, NOTE: it's a modification factor for 17 and 18.
#   reactions   gamma
1   N+*->Ns 1
2   H+*->Hs 1
3   NH+*->NHs   1
4   NH2+*->NH2s 1
5   N+Ns->N2+*  6e-3
6   H+Hs->H2+*  1.5e-3
7   N+Hs->NHs   1e-2
8   NH+Hs->NH2s 1e-2
9   NH2+Hs->NH3+*   1e-2
10  H+Ns->NHs   8e-3
11  H+NHs->NH2s 8e-3
12  H+NH2s->NH3+*   8e-3
13  H2+NHs->NH3+*   8e-4
17  N2+2*->2Ns  1
18  H2+2*->2Hs  1
